,Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaires
610,Ingénieur devOps projets data analytics F/H - Informatique de gestion (H/F),"
Actualisé le 26 janvier 2023
",91 - SACLAY,"python, sql, agile, test, outils, git, java, scrum, web, postgresql, serveur, cloud, devops, javascript, jenkins","
ARIAL INDUSTRIES
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
611,Chef de projet e-commerce CRM /DATA F/H - Administration des ventes et SAV (H/F),"
Actualisé le 10 janvier 2023
",75 - PARIS 02,"test, recette, marketing, git, web, seo, crm","
NEXTON CONSULTING
","CDI
 - Temps plein",Salaire brut : A négocier
612,Data Scientist ML Engineer H/F,"
Publié le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"python, agile, outils, machine learning, git, scala, cloud, spark",,"CDI
 - Temps plein",
613,Data scientist (H/F),"
Actualisé le 09 janvier 2023
",92 - COURBEVOIE,"python, sql, agile, big data, outils, power bi, web, tableau",,"CDD
 - Temps plein",
614,Data scientist (H/F),"
Actualisé le 09 janvier 2023
",92 - COURBEVOIE,"python, sql, agile, big data, outils, power bi, web, tableau",,"CDI
 - Temps plein",
615,Data manager (H/F),"
Publié le 09 janvier 2023
",94 - CHARENTON LE PONT,"agile, outils, ios",,"CDI
 - Temps plein",
616,"Senior Data Scientist F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",75 - PARIS 01,"python, test, recette, outils, communication, hadoop, machine learning, support, réseaux, scala, cloud, spark","
VO2 Group
","CDI
 - Temps plein",Salaire brut : A négocier
617,Product owner data F/H - Informatique de gestion (H/F),"
Publié le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, agile, marketing, cloud, etl","
SEFIANE  MEHDI
","CDI
 - Temps plein",Salaire brut : A négocier
618,"Consultant avant-vente Data F/H - Informatique web, sites et portails Internet (H/F)","
Publié le 09 janvier 2023
",92 - ASNIERES SUR SEINE,"validation, moe","
SMILE
","CDI
 - Temps plein",Salaire brut : A négocier
619,"Consultant Data Analyst Power BI F/H - Finance, trésorerie (H/F)","
Publié le 09 janvier 2023
",92 - BOULOGNE BILLANCOURT,"sql, bases de données, power bi, tableau, excel","
Reignier Maryne
","CDI
 - Temps plein",Salaire brut : 35 - 50 k€ brut annuel
620,"Data scientist confirmé traitement du signal F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - COURBEVOIE,"python, big data, outils, validation, machine learning, git, cloud, devops, ios, spark","
AQUILA DATA ENABLER
","CDI
 - Temps plein",Salaire brut : A partir de 45 k€ brut annuel
621,"Consultant Data Analytics - Public/Banque - Neuilly F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - NEUILLY SUR SEINE,"sql, big data, outils, réseaux, power bi, cloud, excel, etl","
Grant Thornton France
","CDI
 - Temps plein",Salaire brut : A négocier
622,"Responsable des référents data F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",75 - PARIS 15,"python, sql, test, outils, git, bases de données","
PLATEFORME DES DONNEES DE SANTE
","CDD
 - Temps plein",Salaire brut : A négocier
623,"Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, agile, big data, outils, nosql, git, scala, cloud, devops, talend, etl, spark","
Safran SA
","CDD
 - Temps plein",Salaire brut : A négocier
624,"DATA ENGINEER F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",95 - BEZONS,"python, sql, agile, big data, nosql, hadoop, java, spring, cloud, devops, spark","
Atos
","CDI
 - Temps plein",Salaire brut : A négocier
625,"Data analyst transverse Ile-de-France F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",75 - PARIS 08,"test, outils, git, support, cloud, qlik, tableau, qlikview","
OTTEO
","CDD
 - Temps plein",Salaire brut : A négocier
626,"Consultant Big Data - Azure & DataBricks F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - PUTEAUX,"python, big data, java, power bi, scala","
Domicile
","CDD
 - Temps plein",Salaire brut : 45 - 70 k€ brut annuel
627,Web data automatisme électrotechnique F/H - Informatique industrielle (H/F),"
Actualisé le 23 janvier 2023
",92 - RUEIL MALMAISON,"outils, web, excel","
TAKOMA
","CDI
 - Temps plein",Salaire brut : 27 - 33 k€ brut annuel
628,Product Owner DATA Finance F/H - Informatique de gestion (H/F),"
Publié le 09 janvier 2023
",92 - NEUILLY SUR SEINE,"agile, recette","
BYRON GROUP
","CDD
 - Temps plein",Salaire brut : A négocier
629,"Responsable de production déploiement B2B data F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",91 - LES ULIS,communication,"
RHON'TELECOM
","CDI
 - Temps plein",Salaire brut : A partir de 37 k€ brut annuel
630,"Ingénieur Data Spark/Scala F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - PUTEAUX,"test, big data, recette, communication, business intelligence, bases de données, support, scala, unix, oracle, moa, unix, etl, spark","
Dogfinance
","CDD
 - Temps plein",Salaire brut : A négocier
631,"DATA Ingénieur Gestion Courante Informatique F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - PUTEAUX,"agile, test, communication, git, support, scala, oracle, spark","
Dogfinance
","CDI
 - Temps plein",Salaire brut : A négocier
632,"Data engineer F/H - Système, réseaux, données (H/F)","
Actualisé le 23 janvier 2023
",75 - PARIS 01,"python, sql, big data, scrum, scala, postgresql, cloud, etl, spark","
HARNHAM
","CDI
 - Temps plein",Salaire brut : 40 - 50 k€ brut annuel
633,Data Product Manager F/H - Informatique de gestion (H/F),"
Publié le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, outils, cloud, etl","
SEFIANE  MEHDI
","CDI
 - Temps plein",Salaire brut : A négocier
634,Data Product Manager F/H - Informatique de gestion (H/F),"
Publié le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, outils, cloud, etl","
SEFIANE  MEHDI
","CDI
 - Temps plein",Salaire brut : A négocier
635,"Data Engineer Jr sur Paris F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",75 - PARIS 08,"python, test, outils, hadoop, machine learning, java, scala, cloud, devops, spark","
NEOXIA
","Intérim
 - Temps plein",Salaire brut : 42 - 45 k€ brut annuel
636,"Data Analyst F/H - Système, réseaux, données (H/F)","
Actualisé le 23 janvier 2023
",75 - PARIS 01,"python, sql, power bi, tableau, talend, etl","
SHAPE IT
","CDI
 - Temps plein",Salaire brut : 34 - 40 k€ brut annuel
637,"Data Engineer / Scientist Powergrid powertel F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - RUEIL MALMAISON,"python, sql, agile, big data, communication, machine learning, git, bases de données, scala, postgresql, serveur, spark","
GROUPE ASTEK
","CDI
 - Temps plein",Salaire brut : 34 - 60 k€ brut annuel
638,"Data Engineer Junior Paris F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"python, sql, big data, hadoop, machine learning, java, acquisition, scala, cloud","
CAPGEMINI TECHNOLOGY SERVICES
","CDI
 - Temps plein",Salaire brut : A négocier
639,"DATA Ingénieur - Gestion Courante Informatique F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - PUTEAUX,"agile, test, communication, hadoop, git, scala, oracle, spark","
Groupama Supports et Services
","Intérim
 - Temps plein",Salaire brut : A négocier
640,Chef de projet Data Solutions F/H - Commercial (H/F),"
Publié le 09 janvier 2023
",75 - PARIS 01,"outils, validation, sécurité","
SWISS LIFE ASSET MANAGERS
","CDD
 - Temps partiel",Salaire brut : A négocier
641,"Data Manager F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, outils, vba, excel","
Leyton France
","CDD
 - Temps plein",Salaire brut : A négocier
642,"Data engineer F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",75 - PARIS 01,"python, big data, hadoop, scala, cloud, spark","
EXALT IT
","CDI
 - Temps plein",Salaire brut : 40 - 75 k€ brut annuel
643,"Analyste DATA - F/H - Système, réseaux, données (H/F)","
Publié le 09 janvier 2023
",75 - PARIS 13,"sql, outils, bases de données, power bi, oracle, tableau","
Caisse d'Epargne Ile de France
","CDI
 - Temps plein",Salaire brut : A négocier
644,Référent applicatif &amp; data F/H - Direction informatique (H/F),"
Publié le 09 janvier 2023
",78 - GUYANCOURT,"test, communication, data management, business intelligence, support, cloud, devops, nlp","
MICHAEL PAGE INTERNATIONAL FRANCE
","CDI
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
645,TECH LEAD PYTHON - DEVOPS / STARTUP AVANCÉE DATA IA (H/F),"
Actualisé le 25 janvier 2023
",75 - PARIS 01,"python, outils, saas, machine learning, devops",,"CDI
 - Temps plein",
646,Expert Développements Master Data Management H/F,"
Publié le 08 janvier 2023
",92 - PUTEAUX,"communication, data management, support, web, etl",,"CDI
 - Temps plein",
647,Responsable Data & BI du Service Supply-Chain Globale F/H (H/F),"
Publié le 08 janvier 2023
",77 - MOISSY CRAMAYEL,"python, outils, data management, support, power bi, ios",,"CDD
 - Temps plein",
648,Responsable Data (H/F),"
Publié le 07 janvier 2023
",75 - PARIS 09,"sql, marketing, git, sas, web, sécurité, crm",,"CDI
 - Temps plein",
649,Data analyst (H/F),"
Publié le 07 janvier 2023
",75 - PARIS 09,"sql, recette, outils, marketing, sas, moa, sécurité, data quality, crm",,"CDI
 - Temps plein",
650,Analyste DATA - H/F,"
Publié le 07 janvier 2023
",75 - PARIS 13,"sql, outils, bases de données, power bi, oracle, tableau","
Caisse d'Epargne Ile-de-France
","CDI
 - Temps plein",
651,Responsable de projets Data H/F,"
Publié le 07 janvier 2023
",75,"recette, outils, communication, sas, sap, ios",,,
652,Ingénieur Conception Cœur Data F/H (H/F),"
Publié le 07 janvier 2023
",92 - MEUDON,vmware,,"CDI
 - Temps plein",
653,Data manager (H/F),"
Actualisé le 12 janvier 2023
",92 - COLOMBES,outils,"
GROUPE 1001 VIES HABITAT
","CDI
 - Temps plein",
654,Data manager (H/F),"
Actualisé le 12 janvier 2023
",92 - COLOMBES,outils,"
GROUPE 1001 VIES HABITAT
","CDI
 - Temps plein",
655,Data scientist (H/F),"
Actualisé le 09 janvier 2023
",92 - ISSY LES MOULINEAUX,"python, test, intelligence artificielle, tensorflow",,"CDI
 - Temps plein",
656,Data Engineer H/F,"
Publié le 06 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, agile, big data, outils, nosql, git, scala, cloud, devops, talend, etl, spark",,"CDI
 - Temps plein",
657,Data Steward Lead F/H (H/F),"
Publié le 06 janvier 2023
",77 - MELUN,"communication, data management, git, support",,"CDD
 - Temps plein",
658,Architecte Data F/H (H/F),"
Publié le 06 janvier 2023
",91 - CORBEIL ESSONNES,"sql, outils, communication, nosql, data management, plm, git, web",,"CDI
 - Temps plein",
659,Développeur / Développeuse Big Data (H/F),"
Actualisé le 13 janvier 2023
",92 - PUTEAUX,"agile, test, communication, hadoop, git, scala, oracle, spark","
Groupama Supports et Services
","CDI
 - Temps plein",
660,Data analyst (H/F),"
Actualisé le 13 janvier 2023
",92 - CHATILLON,"sql, outils, communication, windows, power bi, qlik, qlikview, excel","
orano - CSP IDF
","CDI
 - Temps plein",
661,Délégué / Déléguée à la protection des données - Data Protection Officer (H/F),"
Actualisé le 17 janvier 2023
",92 - PUTEAUX,"support, sécurité",,"CDI
 - Temps plein",
662,Data Performance Manager H/F,"
Publié le 06 janvier 2023
",75,"test, outils, git, web","
Nexton Consulting
",,"Salaire brut : De 25000,00 Euros à 80000,00 Euros"
663,Data analyst (H/F),"
Publié le 05 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, outils, communication, bases de données, power bi, excel",,"CDD
 - Temps plein",
664,Data analyst (H/F),"
Publié le 05 janvier 2023
",75 - PARIS 09,"agile, recette, outils, support, tableau, excel, salesforce",,"CDI
 - Temps plein",
665,Data analyst (H/F),"
Publié le 05 janvier 2023
",75 - PARIS 09,"python, sql, test, big data, outils, intelligence artificielle, bases de données, support, sas, tableau, ios",,"CDI
 - Temps plein",
666,Data scientist (H/F),"
Publié le 05 janvier 2023
",75 - PARIS 09,"test, outils, intelligence artificielle, marketing, machine learning, support, web, tableau, excel",,"CDI
 - Temps plein",
667,LEAD DATA SCIENTIST (H/F),"
Publié le 05 janvier 2023
",75 - PARIS 09,"git, npl, keras","
Expectra
","CDI
 - Temps plein",
668,"Consultant Power BI Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 05 janvier 2023
",93 - STAINS,"bases de données, ios","
TEKKEYS SAS
","CDI
 - Temps plein",Salaire brut : 45 - 48 k€ brut annuel
669,"Data Engineer / Développeur SQL / Administrateur BDD F/H - Système, réseaux, données (H/F)","
Actualisé le 05 janvier 2023
",75 - PARIS 17,"python, sql, recette, outils, communication, bases de données, power bi, sql server, oracle, tableau, excel, ios, etl","
IZIDAY
","CDI
 - Temps plein",Salaire brut : 35 - 60 k€ brut annuel
670,"Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 05 janvier 2023
",75 - PARIS 01,"python, sql, data management, power bi, oracle, cloud, tableau, jenkins, ios","
2M-ADVISORY
","CDI
 - Temps plein",Salaire brut : A partir de 35 k€ brut annuel
671,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 05 janvier 2023
",75 - PARIS 01,"sql, outils, bases de données, power bi","
CITECH
","CDI
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
672,"Data Performance Manager F/H - Système, réseaux, données (H/F)","
Actualisé le 05 janvier 2023
",75 - PARIS 02,"test, outils, git, web","
NEXTON CONSULTING
","CDI
 - Temps plein",Salaire brut : A négocier
673,"Consultant DATA multisectoriel F/H - Système, réseaux, données (H/F)","
Publié le 05 janvier 2023
",75 - PARIS 17,"python, outils, sas","
Déborah HAY
","CDI
 - Temps plein",Salaire brut : A partir de 45 k€ brut annuel
674,"Consultant DATA multisectoriel F/H - Système, réseaux, données (H/F)","
Publié le 05 janvier 2023
",75 - PARIS 17,"python, outils, sas","
Déborah HAY
","CDI
 - Temps plein",Salaire brut : A partir de 45 k€ brut annuel
675,"Développeur Big Data F/H - Système, réseaux, données (H/F)","
Publié le 05 janvier 2023
",92 - BOULOGNE BILLANCOURT,"python, sql, test, big data, hadoop, java, scala, unix, web, unix, sécurité, ios, talend, etl, spark","
AGAP2IT
","CDI
 - Temps plein",Salaire brut : 35 - 50 k€ brut annuel
676,DATA ENGINEER  - H/F,"
Publié le 05 janvier 2023
",92 - RUEIL MALMAISON,"python, sql, test, outils, nosql, business intelligence, machine learning, git, bases de données, support, java, scala, web, oracle, postgresql, qlik, sécurité, javascript, talend, etl, crm","
LABORATOIRES MAYOLY SPINDLER
","CDI
 - Temps plein",
677,Data Analyst F/H - Tisseo Services (H/F),"
Actualisé le 26 janvier 2023
",92 - GENNEVILLIERS,"python, sql, outils, marketing, support, power bi, tableau, seo, excel, salesforce, talend","
Tisseo Services
","CDI
 - Temps plein",
678,DATA BUSINESS ANALYST SECURITE DES VOLS H/F,"
Publié le 05 janvier 2023
",95 - Val d'Oise,"outils, git, support, acquisition, sas, sécurité",,"CDI
 - Temps plein",
679,Data Analyst H/F,"
Publié le 05 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, outils, data management, bases de données, sas, power bi, vba, excel",,"CDI
 - Temps plein",
680,Data scientist (H/F),"
Publié le 05 janvier 2023
",94 - CRETEIL,"git, ios",,"CDI
 - Temps plein",
681,Data manager (H/F),"
Publié le 05 janvier 2023
",75 - Paris (Dept.),"communication, git, support",,"CDI
 - Temps plein",
682,Data manager (H/F),"
Publié le 05 janvier 2023
",92 - LEVALLOIS PERRET,"sql, git, power bi, qlik, talend, etl",,"CDI
 - Temps plein",
683,Data manager (H/F),"
Actualisé le 20 janvier 2023
",92 - COURBEVOIE,"business intelligence, git",,"CDI
 - Temps plein",
684,Délégué / Déléguée à la protection des données - Data Protection Officer (H/F),"
Publié le 05 janvier 2023
",91 - MASSY,"marketing, git",,"Intérim
 - Temps plein",
685,Data manager (H/F),"
Actualisé le 05 janvier 2023
",75 - PARIS 01,"python, sql, big data, communication, nosql, hadoop, data management, machine learning, etl, nlp",,"CDI
 - Temps plein",
686,Data manager (H/F),"
Publié le 04 janvier 2023
",92 - LEVALLOIS PERRET,"sql, outils, communication, marketing, data management, sas, excel, ios",,"CDI
 - Temps plein",
687,Data analyst (H/F),"
Publié le 04 janvier 2023
",75 - PARIS 09,"python, sql, big data, outils, intelligence artificielle, hadoop, data management, business intelligence, git, support, scala, cloud, spark","
SQORUS
","CDI
 - Temps plein",
688,Data Scientist - Décarbonation (H/F),"
Publié le 04 janvier 2023
",92 - Hauts de Seine,machine learning,,"CDI
 - Temps plein",
689,Ingénieur(e) DATA F/H (H/F),"
Publié le 04 janvier 2023
",75 - Paris (Dept.),"python, sql, electronique, validation, power bi, sql server, etl",,"CDI
 - Temps plein",
690,Ingénieur data / Business analyst (H/F),"
Publié le 04 janvier 2023
",92 - Hauts de Seine,"outils, bases de données, sap, qlik, excel",,"CDI
 - Temps plein",
